ID,VALOR_CREDITO,SEXO,EDUCACAO,ESTADO_CIVIL,IDADE,FATURA_Semtembro,FATURA_Agosto,FATURA_Julho,FATURA_Junho,FATURA_Maio,FATURA_Abril,INADIMPLENTE
2054,140000,Masculino,Ensino Médio,Casado(a),37,136184,138932,140185,136438,144979,139314,Não
2055,50000,Masculino,Superior,Casado(a),55,50528,50541,49345,20238,18646,19034,Não
2056,130000,Masculino,Ensino Médio,Casado(a),46,26582,25956,25144,23235,13277,13895,Sim
2057,80000,Feminino,Superior,Solteiro(a),30,6393,6148,7311,7303,7456,7605,Sim
2058,50000,Feminino,Ensino Médio,Casado(a),51,44766,48047,46640,40551,19398,0,Não
2059,100000,Masculino,Pós-Graduação,Casado(a),35,17365,18102,17514,20207,19745,20263,Não
2060,220000,Masculino,Superior,Casado(a),48,61614,45669,11086,4564,6549,6413,Não
2061,260000,Feminino,Superior,Casado(a),28,711,711,5514,1989,711,8503,Não
2062,320000,Masculino,Pós-Graduação,Solteiro(a),40,304702,307943,314201,319204,325758,319898,Não
2063,80000,Feminino,Superior,Casado(a),30,5123,7864,9701,8969,8529,8737,Não
2064,140000,Masculino,Pós-Graduação,Solteiro(a),55,65640,66998,68201,68866,65781,66850,Não
2065,180000,Masculino,Superior,Casado(a),26,175539,138825,51686,2594,171716,181693,Sim
2066,80000,Masculino,Outros,Solteiro(a),23,-24,3032,3318,1278,2541,15452,Não
2067,250000,Masculino,Superior,Solteiro(a),40,0,0,0,0,0,0,Não
2068,80000,Masculino,Pós-Graduação,Solteiro(a),33,75454,77738,77235,76835,34751,0,Não
2069,30000,Masculino,Ensino Médio,Casado(a),50,28339,24232,15626,9330,4372,1419,Sim
2070,120000,Feminino,Superior,Casado(a),26,13587,11433,7823,0,4913,7023,Não
2071,120000,Feminino,Superior,Solteiro(a),29,82064,83847,85558,86491,88136,89886,Não
2072,20000,Masculino,Superior,Casado(a),29,8024,11718,11238,12735,14359,19076,Não
2073,50000,Masculino,Superior,Solteiro(a),40,26566,14851,4013,2027,15090,14078,Não
2074,250000,Masculino,Superior,Casado(a),50,390,390,390,8042,16014,5607,Não
2075,260000,Masculino,Pós-Graduação,Solteiro(a),37,112053,108596,100005,101759,100698,99222,Não
2076,180000,Feminino,Pós-Graduação,Solteiro(a),27,980,980,376,0,2202,150,Não
2077,20000,Masculino,Ensino Médio,Casado(a),49,390,678,0,780,0,378,Não
2078,150000,Masculino,Superior,Casado(a),55,76516,78505,76652,77688,79440,81126,Sim
2079,260000,Masculino,Pós-Graduação,Solteiro(a),34,6776,3198,2123,11774,6166,3583,Não
2080,230000,Masculino,Pós-Graduação,Casado(a),43,9462,9701,10277,13148,12834,13861,Não
2081,70000,Feminino,Pós-Graduação,Solteiro(a),24,69572,71233,66844,50410,44958,46655,Não
2082,160000,Feminino,Pós-Graduação,Casado(a),33,7429,7165,1849,4715,799,0,Não
2083,50000,Feminino,Superior,Casado(a),42,0,0,0,0,0,0,Não
2084,170000,Masculino,Superior,Casado(a),37,490,-10,4910,0,0,1000,Não
2085,210000,Feminino,Ensino Médio,Casado(a),39,106028,107312,65968,67307,46511,47583,Não
2086,230000,Masculino,Pós-Graduação,Solteiro(a),28,0,0,0,0,0,0,Não
2087,110000,Masculino,Superior,Casado(a),36,57135,55648,59518,57964,66995,65762,Sim
2088,80000,Feminino,Superior,Casado(a),39,44002,43156,22478,5011,4674,0,Não
2089,90000,Feminino,Superior,Casado(a),54,692,392,332,14579,2091,506,Não
2090,90000,Feminino,Pós-Graduação,Casado(a),41,78700,80348,81630,82890,84709,86252,Sim
2091,250000,Feminino,Pós-Graduação,Casado(a),42,744,2244,1372,686,1522,686,Não
2092,270000,Masculino,Superior,Solteiro(a),31,16616,16911,14692,13907,10660,10683,Não
2093,20000,Masculino,Ensino Médio,Solteiro(a),23,10103,11139,12106,12349,11420,11641,Não
2094,80000,Feminino,,Solteiro(a),34,2898,1457,1261,1261,2522,1261,Não
2095,20000,Masculino,Pós-Graduação,Solteiro(a),23,15077,15534,16540,17267,17475,17838,Não
2096,150000,Feminino,Superior,Casado(a),36,83853,87227,96253,93562,96510,63417,Não
2097,80000,Feminino,Ensino Médio,Casado(a),37,99396,100495,97982,100261,102147,91829,Sim
2098,130000,Feminino,Superior,Casado(a),47,46096,37939,39138,40023,40536,41697,Não
2099,320000,Feminino,Pós-Graduação,Solteiro(a),28,18506,12237,913,5356,58545,7357,Não
2100,50000,Feminino,Pós-Graduação,Solteiro(a),24,43379,46097,44187,43165,37967,36327,Sim
2101,260000,Feminino,Superior,Casado(a),34,135489,138509,138076,110044,111906,104073,Não
2102,140000,Feminino,Pós-Graduação,Solteiro(a),35,56528,57973,58679,59379,60636,61656,Não
2103,10000,Feminino,Ensino Médio,Casado(a),53,4479,4272,4064,3856,4390,4171,Sim
2104,180000,Masculino,Pós-Graduação,Solteiro(a),30,139804,136528,57096,52694,50276,52945,Não
2105,250000,Masculino,Pós-Graduação,Casado(a),71,177484,177946,159849,145461,141487,147705,Não
2106,20000,Masculino,Pós-Graduação,Solteiro(a),23,15383,16142,15586,17322,16908,17564,Sim
2107,50000,Masculino,Ensino Médio,Solteiro(a),28,48963,50381,50287,20406,20206,19690,Não
2108,120000,Feminino,Pós-Graduação,Casado(a),38,0,0,4050,4050,0,0,Não
2109,160000,Feminino,Superior,Casado(a),49,58943,60210,60755,59180,62835,61670,Não
2110,60000,Feminino,Superior,Solteiro(a),22,11718,4878,18347,15707,18976,6355,Não
2111,130000,Masculino,Superior,Solteiro(a),31,116437,112881,96191,88934,90633,91459,Não
2112,320000,Masculino,Superior,Casado(a),41,0,0,0,0,700,860,Sim
2113,50000,Feminino,Superior,Casado(a),43,35268,34807,31071,30258,29579,28396,Não
2114,50000,Masculino,Superior,Solteiro(a),33,48058,49348,41707,29358,29860,30461,Sim
2115,70000,Feminino,Superior,Casado(a),44,12662,13661,13145,14123,13754,14724,Sim
2116,80000,Feminino,Superior,Casado(a),44,76992,73036,17576,5616,25439,25833,Não
2117,230000,Masculino,Superior,Solteiro(a),27,416,568,1427,14947,13255,8226,Sim
2118,20000,Masculino,Ensino Médio,Solteiro(a),43,390,1736,1170,780,780,0,Sim
2119,20000,Feminino,Ensino Médio,Solteiro(a),39,12241,16020,16457,20906,20289,20407,Não
2120,360000,Masculino,Superior,Solteiro(a),42,10000,10000,141,7054,-2946,-2946,Não
2121,90000,Feminino,Pós-Graduação,Solteiro(a),28,-1886,-2086,34347,35042,46098,46658,Não
2122,160000,Feminino,Superior,Casado(a),34,77290,72681,66526,66893,66637,67877,Não
2123,50000,Masculino,Pós-Graduação,Solteiro(a),36,49845,51215,47074,18853,19405,19237,Não
2124,220000,Feminino,Pós-Graduação,Solteiro(a),27,164855,168607,152765,152953,156065,145846,Não
2125,350000,Masculino,Pós-Graduação,Solteiro(a),42,320982,322788,272799,117867,117518,119718,Sim
2126,120000,Feminino,Pós-Graduação,Solteiro(a),29,3945,5795,10863,1601,1126,4802,Não
2127,210000,Feminino,Pós-Graduação,Solteiro(a),30,73903,72153,73634,75095,76886,78604,Não
2128,100000,Feminino,Superior,Casado(a),31,17606,17040,19139,19325,20855,20372,Não
2129,50000,Feminino,Ensino Médio,Solteiro(a),52,34781,34458,33311,18033,18740,19408,Sim
2130,340000,Feminino,Pós-Graduação,Solteiro(a),26,58363,106270,159464,155685,137838,6556,Não
2131,140000,Masculino,Pós-Graduação,Casado(a),57,108660,105504,113177,113622,116396,115826,Sim
2132,50000,Masculino,Superior,Solteiro(a),42,47691,48738,48565,48301,50851,51153,Não
2133,50000,Masculino,Superior,Solteiro(a),31,16617,16061,17082,18969,18524,18947,Não
2134,90000,Feminino,Pós-Graduação,Solteiro(a),27,56754,58835,59461,60974,62339,63648,Não
2135,160000,Masculino,Superior,Casado(a),66,67771,69535,70848,71739,73090,74490,Sim
2136,250000,Masculino,Superior,Solteiro(a),27,34799,25831,24448,20492,18812,17663,Não
2137,50000,Masculino,Pós-Graduação,Solteiro(a),23,0,0,0,0,0,19553,Não
2138,300000,Feminino,Superior,Casado(a),36,141486,79474,80813,111116,13534,10379,Não
2139,230000,Feminino,Superior,Solteiro(a),34,-2,-2,-2,-2,794,796,Não
2140,260000,Masculino,Pós-Graduação,Casado(a),43,0,0,0,14855,13650,0,Sim
2141,60000,Feminino,Pós-Graduação,Solteiro(a),22,58841,60970,58082,59882,19663,29343,Não
2142,140000,Masculino,Ensino Médio,Casado(a),41,2139,0,1686,1686,205,6689,Não
2143,70000,Feminino,Ensino Médio,Outros,49,92033,79841,80149,47735,48737,50225,Sim
2144,20000,Masculino,Ensino Médio,Casado(a),41,18738,18986,20110,19584,16539,19466,Sim
2145,20000,Feminino,Superior,Casado(a),27,4899,4675,5685,6490,6837,6435,Sim
2146,170000,Masculino,Outros,Casado(a),28,171098,166176,169759,11760,0,4902,Não
2147,150000,Feminino,Ensino Médio,,55,1080,17493,9160,2939,3396,1870,Não
2148,50000,Masculino,Superior,Solteiro(a),26,13117,16887,16323,16752,17229,18931,Não
2149,60000,Masculino,Pós-Graduação,Casado(a),49,60289,57426,25820,25793,28224,28968,Sim
2150,230000,Feminino,Pós-Graduação,Solteiro(a),29,1960,11055,2269,9818,690,5369,Não
2151,100000,Masculino,Superior,Solteiro(a),30,31373,32155,32331,29035,19576,33825,Não
2152,150000,Masculino,Pós-Graduação,Solteiro(a),24,1050,3258,3664,1461,2348,3626,Não
2153,70000,Masculino,Superior,Solteiro(a),51,67880,66658,58486,29171,17725,17693,Não
2154,150000,Masculino,Pós-Graduação,Solteiro(a),25,52952,95134,31578,26089,16624,5107,Não
2155,50000,Feminino,Superior,Solteiro(a),25,23529,27889,22800,21930,23183,17613,Não
2156,110000,Feminino,Pós-Graduação,Solteiro(a),29,95690,105101,105676,106506,103591,109276,Sim
2157,290000,Feminino,Pós-Graduação,Solteiro(a),25,305823,303701,296384,248801,241983,230925,Sim
2158,310000,Feminino,Superior,Solteiro(a),42,128166,102808,94484,95087,80331,66813,Não
2159,80000,Feminino,Superior,Casado(a),38,74236,63120,53897,54292,55430,57011,Não
2160,220000,Masculino,Pós-Graduação,Casado(a),54,0,0,0,0,0,0,Não
2161,230000,Feminino,Superior,Casado(a),62,167635,170085,172204,173045,176163,179625,Não
2162,360000,Masculino,Pós-Graduação,Casado(a),52,236171,228951,220826,191655,162435,132093,Não
2163,320000,Masculino,Pós-Graduação,Casado(a),48,25840,13260,13217,17967,-13,-13,Não
2164,20000,Masculino,Pós-Graduação,Solteiro(a),30,14406,20653,19995,19391,19120,19158,Não
2165,360000,Feminino,Superior,Solteiro(a),35,61793,79467,26943,148307,71373,7406,Não
2166,360000,Feminino,Superior,Casado(a),38,0,0,0,0,0,0,Não
2167,440000,Feminino,Pós-Graduação,Casado(a),37,10858,46104,21349,11569,-1401,1773,Não
2168,400000,Masculino,Superior,Casado(a),49,175904,179579,186539,196029,192680,195226,Sim
2169,180000,Masculino,Superior,Casado(a),35,32082,31293,31570,33370,33370,0,Não
2170,230000,Feminino,Pós-Graduação,Solteiro(a),30,0,0,0,0,0,0,Não
2171,200000,Feminino,Pós-Graduação,Solteiro(a),29,9078,11612,12100,13900,15900,0,Não
2172,230000,Masculino,Pós-Graduação,Casado(a),34,22954,11225,10669,13498,12482,9949,Não
2173,50000,Masculino,Superior,Casado(a),53,47824,48954,46716,18685,19076,19466,Não
2174,270000,Masculino,Pós-Graduação,Solteiro(a),36,15986,16635,15913,14192,10559,7672,Não
2175,440000,Feminino,Superior,Solteiro(a),29,485921,234046,214092,201210,186455,169455,Não
2176,340000,Masculino,Pós-Graduação,Casado(a),53,3780,3295,1461,1903,1492,4409,Não
2177,320000,Masculino,Superior,Solteiro(a),35,12233,16490,20011,17918,18627,19167,Não
2178,500000,Feminino,Superior,Solteiro(a),36,339,0,28119,29698,32229,27912,Não
2179,30000,Feminino,Superior,Casado(a),33,29568,3663,26539,28352,17596,7576,Não
2180,120000,Feminino,Ensino Médio,Solteiro(a),55,102735,80762,77846,77404,75056,75951,Não
2181,310000,Masculino,Pós-Graduação,Solteiro(a),37,10513,11228,12222,12468,11809,12044,Não
2182,110000,Feminino,Ensino Médio,Solteiro(a),31,2705,2487,2500,2500,0,0,Não
2183,400000,Masculino,Superior,Solteiro(a),31,185677,189682,194509,199284,203502,195769,Não
2184,150000,Feminino,Pós-Graduação,Casado(a),55,2070,7620,0,0,0,0,Não
2185,50000,Masculino,Pós-Graduação,Casado(a),42,47454,30680,-220,-1000,-1000,0,Não
2186,270000,Masculino,Superior,Casado(a),27,21256,19819,19200,18527,18413,18010,Não
2187,30000,Feminino,Ensino Médio,Casado(a),39,14517,3670,3280,2890,15839,13680,Sim
2188,30000,Masculino,Pós-Graduação,Casado(a),57,23978,26749,28085,27344,26768,27454,Sim
2189,20000,Masculino,Superior,Solteiro(a),24,10700,510,900,704,540,150,Não
2190,50000,Feminino,Superior,Solteiro(a),22,18471,19483,19431,19307,19361,19738,Não
2191,100000,Masculino,Superior,Casado(a),50,101430,87429,108011,104261,102451,99947,Não
2192,200000,Feminino,Pós-Graduação,Solteiro(a),29,0,0,3941,16405,-150,2327,Não
2193,500000,Masculino,Pós-Graduação,Casado(a),38,419487,389605,309466,246519,247263,251389,Não
2194,190000,Masculino,Superior,Casado(a),43,90580,72260,80337,84221,91805,100053,Não
2195,130000,Masculino,Superior,Casado(a),47,5837,21038,722,4399,0,0,Não
2196,50000,Masculino,Superior,Solteiro(a),23,17792,20036,18664,18416,416,416,Não
2197,10000,Masculino,Ensino Médio,Solteiro(a),22,9363,5062,6021,6763,7648,8367,Não
2198,1000000,Feminino,Pós-Graduação,Casado(a),47,964511,983931,535020,891586,927171,961664,Não
2199,150000,Feminino,Ensino Médio,Casado(a),35,11500,4998,4996,4998,4998,49398,Não
2200,20000,Masculino,Superior,Casado(a),37,17219,14640,19400,0,0,17666,Sim
2201,140000,Feminino,Pós-Graduação,Solteiro(a),30,1070,4593,4705,1710,0,6096,Sim
2202,210000,Feminino,Pós-Graduação,Casado(a),45,-200,-200,-200,0,2000,0,Não
2203,360000,Masculino,Ensino Médio,Casado(a),53,8669,8254,8988,6868,5604,6158,Não
2204,60000,Masculino,Pós-Graduação,Solteiro(a),30,59959,49744,48257,46353,45481,48373,Não
2205,30000,Masculino,Superior,Casado(a),33,15662,16601,21291,21939,22435,23160,Não
2206,140000,Feminino,Superior,Casado(a),37,127693,26633,28180,29702,31223,35683,Não
2207,20000,Feminino,Pós-Graduação,Solteiro(a),21,17471,14129,13937,9429,1393,2055,Não
2208,120000,Feminino,Superior,Solteiro(a),32,15602,16482,16743,17185,18281,17312,Sim
2209,80000,Masculino,Pós-Graduação,Casado(a),45,-50,-440,170,-220,390,0,Não
2210,50000,Feminino,Superior,Casado(a),41,21910,23251,24059,24658,25212,25642,Não
2211,360000,Feminino,Pós-Graduação,Solteiro(a),27,0,0,830,0,1271,179,Não
2212,500000,Masculino,Pós-Graduação,Solteiro(a),30,416171,437749,460317,472621,484993,496915,Não
2213,10000,Masculino,Superior,Solteiro(a),21,7985,8677,9070,8880,9580,9000,Não
2214,210000,Masculino,Superior,Solteiro(a),25,13899,-9,-9,3231,125140,124880,Não
2215,50000,Masculino,Ensino Médio,Solteiro(a),41,22358,23257,23192,24073,21759,21959,Não
2216,200000,Feminino,Pós-Graduação,Casado(a),38,6677,4561,1856,1856,1856,2508,Não
2217,300000,Feminino,Pós-Graduação,Solteiro(a),36,10700,890,0,0,0,0,Não
2218,110000,Masculino,Superior,Solteiro(a),24,44737,39590,39457,39075,39307,39564,Sim
2219,50000,Masculino,Superior,Solteiro(a),58,51996,51203,50071,8086,8263,9533,Sim
2220,340000,Feminino,Pós-Graduação,Casado(a),41,6814,6167,24386,3570,3094,14645,Sim
2221,50000,Feminino,Superior,Casado(a),32,819,699,0,0,0,0,Sim
2222,110000,Masculino,Ensino Médio,Solteiro(a),63,49992,48918,49890,46884,47350,43169,Não
2223,600000,Masculino,Ensino Médio,Casado(a),38,459600,372345,353121,337695,297541,256158,Não
2224,160000,Masculino,Pós-Graduação,Solteiro(a),32,2507,798,-2,2319,1523,-2,Não
2225,450000,Masculino,Pós-Graduação,Casado(a),38,10591,7923,57139,15181,7247,13890,Não
2226,60000,Masculino,Pós-Graduação,Solteiro(a),31,0,1012,22760,17032,6808,8741,Sim
2227,310000,Masculino,Pós-Graduação,Casado(a),43,250708,256157,261550,285233,280905,272240,Sim
2228,20000,Feminino,Superior,Casado(a),24,10361,19566,8746,3355,7143,1288,Não
2229,60000,Feminino,Superior,Solteiro(a),29,53274,54093,53111,50568,47791,45421,Não
2230,170000,Feminino,Superior,Casado(a),38,521,5360,29271,26511,0,0,Não
2231,190000,Feminino,Pós-Graduação,Casado(a),50,0,2329,15951,332,0,0,Não
2232,230000,Feminino,Pós-Graduação,Solteiro(a),49,113,0,1100,0,2119,0,Sim
2233,80000,Feminino,Pós-Graduação,Solteiro(a),25,1174,0,0,5526,3292,12792,Não
2234,120000,Feminino,Ensino Médio,Casado(a),50,111564,112482,115046,80987,85921,84384,Não
2235,20000,Masculino,Superior,Solteiro(a),30,17260,19099,19309,18703,18937,20724,Não
2236,140000,Feminino,Superior,Casado(a),26,37283,24748,21854,21711,25999,902,Não
2237,50000,Masculino,Superior,Solteiro(a),24,49076,48923,49158,19270,18776,19167,Não
2238,180000,Feminino,Pós-Graduação,Casado(a),35,104335,108156,108874,111568,113817,116422,Não
2239,150000,Feminino,Ensino Médio,Casado(a),50,3644,875,2162,0,5085,2887,Não
2240,300000,Feminino,Pós-Graduação,Solteiro(a),35,294344,302638,300159,226705,229739,232942,Não
2241,380000,Feminino,Pós-Graduação,Casado(a),45,202,35993,86617,-3450,-3450,3502,Não
2242,90000,Feminino,Ensino Médio,Solteiro(a),27,92290,90719,39902,39200,38531,32991,Sim
2243,10000,Feminino,Superior,Solteiro(a),22,8925,8637,10277,9736,9704,9725,Não
2244,90000,Feminino,Ensino Médio,Solteiro(a),28,63869,65212,66627,70652,69397,70842,Sim
2245,240000,Masculino,Pós-Graduação,Casado(a),34,228,23282,48595,37573,26296,15788,Não
2246,180000,Feminino,Ensino Médio,Casado(a),32,396,712,712,712,1424,712,Não
2247,140000,Masculino,Pós-Graduação,Solteiro(a),32,101458,99196,78458,76387,76344,67302,Não
2248,280000,Masculino,Superior,Casado(a),36,168708,172528,174328,170028,174281,185348,Sim
2249,120000,Feminino,Pós-Graduação,Solteiro(a),30,711,878,1131,441,441,441,Sim
2250,550000,Feminino,Superior,Casado(a),32,546741,535509,548020,530672,155083,165975,Sim
2251,170000,Feminino,Superior,Solteiro(a),30,90727,93345,93812,95613,95972,97230,Não
2252,50000,Feminino,Superior,Casado(a),36,2590,4836,4613,5378,5848,5606,Não
2253,140000,Feminino,Superior,Casado(a),35,137692,134899,137477,110865,69217,48018,Não
2254,10000,Masculino,Ensino Médio,Solteiro(a),48,8858,9548,9540,9735,8070,0,Não
2255,240000,Feminino,Ensino Médio,Casado(a),32,1386,1207,1357,1559,23506,21532,Não
2256,30000,Feminino,Superior,Solteiro(a),24,27954,27226,28427,28752,28447,24552,Não
2257,30000,Feminino,Superior,Solteiro(a),25,14149,15171,14635,15318,14930,16562,Sim
2258,200000,Feminino,Superior,Solteiro(a),36,2324,3344,4450,14280,14894,15608,Não
2259,140000,Feminino,Superior,Solteiro(a),33,56426,41717,42823,25224,26855,23783,Não
2260,200000,Feminino,Ensino Médio,Solteiro(a),28,0,0,0,304,13489,6788,Não
2261,80000,Feminino,Superior,Solteiro(a),37,21054,21776,22790,23411,23882,24356,Não
2262,100000,Masculino,Ensino Médio,Solteiro(a),30,46675,46567,46638,46454,46262,47823,Sim
2263,220000,Masculino,Superior,Solteiro(a),26,215477,216099,210839,216988,213824,39819,Não
2264,80000,Feminino,Superior,Solteiro(a),25,7536,5024,5589,6094,45342,45877,Não
2265,350000,Feminino,Pós-Graduação,Solteiro(a),27,312770,320400,268598,250304,251436,249891,Não
2266,50000,Feminino,Superior,Solteiro(a),26,33428,34385,35796,-229,-229,-229,Sim
2267,360000,Masculino,Superior,Casado(a),39,23690,67560,26649,15830,20025,21404,Não
2268,230000,Feminino,Superior,Casado(a),33,9530,12872,3724,153400,14788,21258,Não
2269,30000,Masculino,Superior,Casado(a),39,13888,16652,16087,17317,16900,17465,Sim
2270,70000,Feminino,Superior,Solteiro(a),24,41485,44697,47229,47956,47056,49565,Não
2271,70000,Feminino,Superior,Solteiro(a),23,3082,4370,9353,15282,20400,12915,Não
2272,150000,Feminino,Pós-Graduação,Casado(a),44,0,0,1512,0,0,0,Não
2273,360000,Masculino,Pós-Graduação,Solteiro(a),35,1195,23944,884,789,244,244,Não
2274,210000,Feminino,Superior,Casado(a),56,-325,-721,-1117,-1513,-1909,59017,Não
2275,50000,Masculino,Superior,Solteiro(a),29,32312,24213,24278,24750,0,0,Não
2276,180000,Feminino,Superior,Solteiro(a),48,3116,1058,390,1726,390,2240,Não
2277,210000,Masculino,Pós-Graduação,Casado(a),40,6223,8143,3712,3091,90817,308,Não
2278,160000,Feminino,Ensino Médio,Casado(a),53,2475,2475,5175,2475,3975,8175,Não
2279,50000,Feminino,Ensino Médio,Casado(a),37,38527,39609,40352,41183,42221,42935,Sim
2280,200000,Feminino,Superior,Casado(a),35,0,0,0,0,0,688,Não
